知乎作者,作者id,回答时间,赞同数,底下评论数,回答内容
PlanB 狂徒,410f88d260113ccf466c5f903ee45496,2021-08-11 13:46:59,3,4,我要说干得漂亮如果这是我儿子的话，还有几句嘱咐从截图信息可以看出一些加分项：内容，为了社会正义发声话说的没错，分立场，为了腾讯公司员工环境，监察自己嗯嗯，特别好，分作为刚进入社会的实习生，能如此肩负天下的责任，用合法方式向公司倡导，提出建议，真的是态度分。学费没白交嗯嗯同时也要看到“儿子”逻辑上还是不太过关。有点为难腾讯领导了，又得鼓励，又得周全回复。“儿子”你看看你合理嘛？角色混乱：你是员工，反映公司问题，按照组织称谓可以吗？推断失衡：为什么，你相信，小马哥看到了丑闻？看到了，就要为此事发声，阿里出事，跟腾讯有必然联系吗？颁布了条令就能杜绝酒桌文化嘛？职场女性一定是要维护的，只在酒桌上维护嘛？？你思考深入点，办公室中就不维护女性嘛？？再扩展点，职场男性就不维护嘛？建议失策：身为领导，发声就能禁止此事了？需要职能部门拟条例嘛？哪几个领导负责这件事？要怎么约束，怎么判定，怎么发布，怎么执行呢？实现这件事，公司花费多少代价？和时间？身为下属，带方案提建议会不会更好呢给“儿子”几句嘱咐办这事，有人挺你就有人骂你，你敢张嘴，你就撑住了要有阵营意识，如果你把腾讯当自己家，就把功夫用在做事上，麻利儿的把截图扯了，“逼宫”这种事，老板们经历的多了，你这手段一般般，让人看不上。倡议，私下干，先做好你的岗位职责，再去写腾讯文档。另外，如果你特别有社会责任感，别竟在腾讯整，这种现象社会上太多了，你去阿里也可以整一下挨骂也挨最大的骂写在最后对于这样的实习经历，爸爸点赞笔芯
知乎用户,96e1a2c717c692741f2ce4c90fd2916e,2021-08-11 13:15:33,3,0,看见一堆人在讨论情商问题，情商对个人确实很重要，但其它另说，实习生就不能给老板提意见，就不能显的错词有误。我上个班不能给老板提意见，人格上的不平等么。写个意见还要显的像个奴才，呵呵呵。
匿名用户,0,2021-08-11 12:46:26,3,4,一堆人冷嘲热讽说营销，说富家子弟不怕被辞退的，看的我怒上心头以前发起革命的领头人哪个不是富贵人家出身？希望这个小兄弟能这样一直勇敢下去陪酒文化害人不浅，无论男女。希望中国的企业都能借机整顿一下酒桌文化。
MadBear,8338c9f0764cc21885b2874a4dc7118d,2021-08-11 09:15:51,3,0,瑞典环保少女，警告
匿名用户,0,2021-08-11 17:07:54,6,1,为什么这么多人认为人家这样正义的发声是为了流量，为了红，他可能措辞有些激动，但我相信他的初衷是好的，就是希望自己所在的公司不出现这种事情，希望自己所在的群体是干净向上的。还有些人骂人家愣头青，实习生臭要饭的，没有经历过社会毒打云云，嗬，怕不是该悲哀的是说这些话的人，键盘侠当的比谁都猛，真正有事怕也是缩在人群里冷漠的一批。不发声被骂冷漠，发声被骂想红，什么话都让键盘侠说了，键盘侠是这个世界的天平。还有人家字里行间哪里不礼貌了，我看到的明明是不卑不亢的平等对话，您好、谢谢没看见？至于务必回复让一些人看着难受，估计是这些人认为领导不回你，老师不理你才合情合理。默不作声或者抱腿跪舔才是常态，直言敢谏就很尴尬，怎么看怎么尴尬。很多人是不是平时“刘总说得对，张总说得好”弯腰吹彩虹屁时间太久直不起腰说话了。
匿名用户,0,2021-08-11 10:31:35,5,6,昨天就看到这个了（男朋友在腾讯实习，第一时间转发群里聊天截图我看），不无意外，当时看到就有很多人嘲讽。当时，大家没觉得会火，也没觉得人这是营销，只是觉得他有病，居然敢这样跟大佬说话，。当时我就很讶异，正式员工是跪久了？凭啥不能这样跟大佬说话如果不是为了福报，不是因为穷，你以为我每天总，哥叫你是真心的羡慕富二代可以随心所欲，不过当时没人知道他是富二代，都是一种幸灾乐祸的姿态，心想哈哈哈哈这个傻小子，要凉了，马丁哥好善良，居然还回复他我当时真的满心悲怆，所以大家都觉得，员工是奴才，你不配提意见。主子回复你都要感恩。今天在知乎热搜，依然是嘲讽。只不过是觉得他炒作。望周知：当下喜欢造神，更喜欢摧毁神一个人干了一件事，本身关注点应该是那件事，但大家喜欢关注那个人，所以才会造神，才会有营销。别有用心者，就又会揣测做事的目的。目的一旦觉得不纯，就觉得别人干了啥伤天害理的事情。某大三网友回答果然人血馒头论出来了。本质上更恶心没什么能比性侵更恶心，不要踩一捧一。这人发了这个微信，这件事火了，我就觉得目的达到了。以后腾讯要是出了阿里这事儿，高管可能就不敢不管了，因为曾经有个不知天高地厚的实习生提过建议，你们高管也承诺过。其实，如果腾讯真的听从了这人的建议，明令禁止酒桌文化，就更是一个宣传企业的点。（但看客应该会觉得这是腾讯联合实习生一起作秀，会连带着腾讯一起骂，说吃人血馒头，已经有人这么说这人和他爹了，腾讯敢采纳绝对会这么说我把话撂这儿了）本身这人就不该火，这件事火了就足够了。但大家既然喜欢人肉别人，让这个人比这件事还火，还觉得别人就是营销，那没办法咯。和当年林生斌一样，大家一起让绿城案火，让物业重视消防这才是目的，咋个最后让他成了明星开始赚钱，把他捧上天，又要把他打入十八层地狱高赞说，这没啥帮助，酒桌文化凭他发个企业微信就能消除作秀那么请问，你做了什么你什么都没做宛如当年看着革命者被砍头的看客一样，觉得他们是以卵击石，觉得他们是作秀。所幸的事，这人富二代，不会被砍头，也不会被职场潜规则。希望看客能意识到小丑竟是你自己。最后是不是作秀，我不知道。但我知道，一、即使是作秀，也就富二代敢这样做了，不悲哀吗。二、论迹不论心。看客总爱阴谋论别人的行为，但这一行为对你有害吗？只要对社会有一丁点好处，还对你无害，你就没资格站在道德制高点嘲讽别人，毕竟，你什么都没做。
枫间雨,b553988e05be16b348f65eae0ebbeaed,2021-08-10 19:27:44,7,0,时代真是变了，曾经老板们敲打下属用的已读不回，如今反过来被员工们制造公关事件了。妙哉妙哉说真的，别卷了，损人不利己。与人方便，自己方便。
匿名用户,0,2021-08-11 20:48:44,4,0,现在看来，社会进步从来都是女人推进的。等着吧，陪酒这个问题还得女权来解。他牺牲了自己大好的工作机会，来为打工人发声，打工人还贬低嘲讽他，真是活该被剥削啊。莫非，都喜欢陪酒？
杜婉读书,f7014384af978a2f08d29d6922c38a73,2021-08-11 12:10:47,4,1,真的够了前面几条高赞回答居然清一色踩这位提出建议的实习生你们身体力行教他做人的样子真丑啊。请问一下如果一个人为了救人，要先跳入粪池。最后你们却笑他一身粪出现在眼前。截图又怎么了？营销又怎么了？最重要的他提出了这个建议，难道这提建议本身是高赞回答任何一个博主在腾讯做实习生敢做的事？？？？我觉得嘲笑别人的人也很丑
华音流韶,731a4e6e47ac1385042f8606396ef124,2021-08-10 21:07:13,4,2,这种口气？腾讯现在是什么玩意都能进去了？你身为领导必须你懂礼貌吗？而且什么叫让万员工为此发声音并监察自己？你算哪根葱？直接指导万人？再说阿里的事和腾讯有什么关系，阿里出事了腾讯就一定要怎么样怎么样？阿里发钱了腾讯是不是也要发钱？阿里降薪腾讯是不是也要降薪？阿里裁人腾讯是不是也要裁人？连具体工作应该找谁都不清楚？是不是要给腾讯所有高管都发一遍？这种怎么进的腾讯，十分怀疑
zhenyu zhou,650a91f12ec947f5706dea485564c877,2021-08-11 21:26:45,3,0,看见一堆批评的就知道，这帮人就是奴性太重有一个实习生这么大胆敢说话，你们不谢天谢地偷着乐，还批评人家加了感叹号，说人家过不了实习期，你们活该去陪酒人家过不了实习期也可以回去接班，你们就是酸
HAN寒,69f6c03808d51f28d825e2765bf078d8,2021-08-11 21:05:58,3,2,希望在青年，让我们看看鲁迅是怎么说的。愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声，有一分热发一分光，就令萤火一般，也可以在黑暗里发一点光不必等候炬火。此后如竟没有炬火：我便是唯一的光倘若有了炬火，出了太阳我们自然心悦诚服的消失，不但毫无不平而且还要随喜赞美这炬火或太阳；因为他照了人类，连我都在内。我又愿中国青年都只是向上走，不必理会这冷笑和暗箭。文字摘自鲁迅《热风随感录四十一》
